hours_studied,sleep_hours,attendance_percent,previous_scores
0.030295746012221826,0.05731627623933859,0.7230038845619424,0.687795314872063
0.016083358945919606,0.06935948545427831,0.6413239379685443,0.7639595499311813
0.11104994649497774,0.07403329766331848,0.7699462956985123,0.6239949374479701
0.10650052069922983,0.03982193382666854,0.6917903388028234,0.7130904429426693
0.07821693454992051,0.06599553852649544,0.6721767812883794,0.7332837614055049
0.08163260526160165,0.041982482705966565,0.7308061804371957,0.6763844435961279
0.0699297514047127,0.08097129110019366,0.8143135525417203,0.5704795509331826
0.01302763508476602,0.06513817542383009,0.6348011277667805,0.7698148004634465
0.11069899925320587,0.05221650908170088,0.535741383178251,0.8354641453072141
0.10042899484271779,0.06862647980919048,0.5942048861527469,0.7950628758381826
0.11065384893390307,0.07946958241616675,0.8812070151463552,0.4526748365477853
0.0717341148461777,0.05529504686059532,0.7345274468103404,0.672507326682916
0.08784467733656313,0.05333426838291332,0.6117754314510646,0.7843274762193136
0.00984096611932191,0.04674458906677907,0.7995784971949051,0.5986587722587495
0.08593599941786612,0.07626819948335617,0.5811421960633196,0.8056499945424948
0.057921102381798276,0.11198079793814332,0.7761427719160968,0.6178250920725149
0.06050741807547206,0.07807408783931878,0.8880927491722511,0.448926005076083
0.1144870541134685,0.043054960521304406,0.7182350232417598,0.6849652810207518
0.05979638561310581,0.07426325310014754,0.8361849407510119,0.5400963861828912
0.1321537015402193,0.06717813161627814,0.773099154010283,0.6167172738543567
0.024549749820813566,0.08445113938359866,0.897538853448944,0.43207559684631874
0.06085482061331961,0.03579695330195271,0.5217405943759608,0.8501776409213769
0.0796812827075728,0.04338203169634519,0.6312528285611044,0.770252399506537
0.011832202974360774,0.05734067595267144,0.7609016681973544,0.6462203162920115
0.0714160679385203,0.046269565143266675,0.5280765587003262,0.844922493920522
0.02651874241938345,0.0844671054839621,0.7562752467750095,0.648235925807151
0.029772573749658967,0.05614256764221405,0.6788146814922245,0.7315546692773346
0.08635916860227062,0.10831488943335638,0.7523493671452051,0.6440344777118487
0.023665711734260915,0.04302856678956529,0.6561856435408707,0.7529999188173927
0.01829433623623941,0.05183395266934499,0.5935495756646564,0.8029180903682852
0.032390992744416695,0.07656052830498493,0.8559074446403443,0.5104035220332328
0.12603274027222222,0.09790043217574405,0.6751753943154762,0.7201870872698414
0.03763802070254096,0.07527604140508191,0.8097551311146668,0.5807008908392033
0.013614317291524217,0.06262585954101141,0.9021754258516715,0.42658194180109216
0.07540569829745232,0.04700614958802222,0.49944033937273613,0.8617794091137407
0.03298645771563016,0.04947968657344524,0.7586885274594937,0.6487336684073931
0.018409862065248844,0.05983205171205874,0.7621682895013021,0.6443451722837096
0.023193548580887534,0.05315188216453394,0.5382836066480983,0.8407661360571732
0.008947327833406082,0.069138442349047,0.6596620793538482,0.7483219642485086
0.034582527691668946,0.045223305442951695,0.5879029707583721,0.8069256461389421
0.03520312583840283,0.07216640796872578,0.6486175935725721,0.7568672055256608
0.052830576535382236,0.05987465340676653,0.7466721483667356,0.660382206692278
0.017148457553703332,0.04246284727583682,0.7022701664849935,0.7104360986534237
0.030215258689399175,0.04981434540684729,0.6573860336477388,0.7512983241688443
0.05266795667664951,0.09120548595224671,0.759189326729265,0.6422921545932868
0.031372603276647024,0.07843150819161757,0.9015009823907102,0.4244528678605186
0.09761257696128275,0.06919372544090929,0.8463875344111226,0.5189529408068196
0.10741332304369133,0.0903973510763739,0.6646864049733374,0.7338137910905645
0.05462736140109651,0.08291653069809292,0.9023269517145406,0.4194600964727053
0.09156741065692761,0.096145781189774,0.7359730631550556,0.6638637272627251
0.055731386372562905,0.07944686993535563,0.7079071843493628,0.6996067651023854
0.05297219135838482,0.038594025132537506,0.7431241701990556,0.6659361199339805
0.12993337639917657,0.09781501369376214,0.7489418212671638,0.6423672541082887
0.10070853363882738,0.0636959956348139,0.8426808071146327,0.5250615856383308
0.0538802798866945,0.06449306228861919,0.7151382603143088,0.6939126955104595
0.05724161312866966,0.03880787330757265,0.6500318779018419,0.7567535294976666
0.03489656393289066,0.06363491070115355,0.6917730614931855,0.7184586692065724
0.10375851031597215,0.057643616842206744,0.5207140054746009,0.8454397136856989
0.023150579192280793,0.09149990823615743,0.5545114920817733,0.826806399724314
0.07375952782032764,0.06512809371369356,0.784675827875826,0.6120471457431443
0.07911903887219444,0.055644159206818075,0.7807571088706661,0.617302391200638
0.07201952007142874,0.07306328123188423,0.6137315623478274,0.7828208703416167
0.05072992883319403,0.05333146364515269,0.7206251429125511,0.689406725169047
0.032587145466515255,0.08196160829456868,0.8285034862547365,0.5529939836741983
0.13401898094499845,0.09672674276899888,0.8041138856699906,0.5710373970699933
0.06728639892802123,0.06610593578893313,0.774383819241788,0.6256454637166885
0.02788810196772113,0.04347262953791823,0.7455966084899561,0.6643930174662975
0.08984455865830078,0.07339414650959782,0.8048047789673141,0.5820915068002586
0.05572290637357425,0.0445783250988594,0.7552597002325986,0.6515293668294835
0.05382506769644835,0.06864646314909355,0.7636919025336657,0.6396602247983716
0.03572395579181862,0.05259360158239963,0.5487596542465472,0.8335589684757678
0.09321977148749351,0.10254174863624287,0.8401431905310351,0.524361214617151
0.1534991294465465,0.09337863707998245,0.6459755030875498,0.7419124589916414
0.06564839437659215,0.04507203196004833,0.8681265286218005,0.4899133908700906
0.04052005929688235,0.09945832736507486,0.8644279316668235,0.49115223390160423
0.05687119810667016,0.0702526564847102,0.7451799634271046,0.6607095074157269
0.10975890023322298,0.08738087203033285,0.8205277007726378,0.5541226031191839
0.016941496739012366,0.0445828861552957,0.8435082060581947,0.5349946338635484
0.12274637730540393,0.07364782638324235,0.7487529015629638,0.6472081712466752
0.08994216617164397,0.04191479588581466,0.7640718000018298,0.637454187430098
0.08806073882635511,0.06104210305008705,0.8345756384225018,0.5403727155253608
0.087470155521194,0.11662687402825866,0.7653638608104475,0.6268694479018904
0.033690840417651996,0.047167176584712804,0.7700763524034743,0.6353129907328663
0.0529773310080251,0.09919159848311082,0.6323464403298314,0.766480533733129
0.05285391466805455,0.07759404493820775,0.6994709558197858,0.7084673668271142
0.022834158794741412,0.06511963804426255,0.7171617280718783,0.6934818596921465
0.04340049424663065,0.04822277138514516,0.75629379789036,0.6510074136994597
0.10751529547060937,0.06450917728236563,0.8338408470942815,0.5375764773530468
0.04117760878237849,0.052791806131254476,0.53108556968042,0.8446688981000716
